cluster index	number of spectra	parent mass	precursor charge	RTMean	origin	match_quality	flag_ion_mobility	flag_high_ppm	Compound_Name	MQScore	MZErrorPPM	Adduct	npclassifier_pathway	npclassifier_class	component	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_1A01	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_6D03	ATTRIBUTE_ORGANISM:GNPSGROUP:Phaeobacter_B2R04	ATTRIBUTE_ORGANISM:GNPSGROUP:Shewanella_B2R08	ATTRIBUTE_ORGANISM:GNPSGROUP:Roseovarius_B2R09	ATTRIBUTE_ORGANISM:GNPSGROUP:Colwellia_C2M19	ATTRIBUTE_ORGANISM:GNPSGROUP:Paracoccus_C2R07	ATTRIBUTE_ORGANISM:GNPSGROUP:Salipiger_C3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Acinetobacter_D3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Arenibacter_D3M17	ATTRIBUTE_ORGANISM:GNPSGROUP:Motilimonas_G1M02
257	6	286.138763427734	1	150.44466666666668	isolate_only	UNANNOTATED	False	False							7	0	0	0	0	0	6	0	0	0	0	0
258	36	286.1751607259116	1	392.76475	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	6	6	6	6	6	0	0
260	2	286.21957861858846	1	699.0755	isolate_only	UNANNOTATED	False	False							-1	0	0	0	1	0	0	0	1	0	0	0
261	2	286.219560706097	1	714.937	isolate_only	UNANNOTATED	False	False							24	0	0	0	0	1	0	0	0	0	1	0
262	4	286.21967438080526	1	554.5239999999999	isolate_only	UNANNOTATED	False	False							10	0	1	0	0	0	1	0	1	0	0	1
263	2	286.2196004649135	1	706.3009999999999	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	1	0	0	0	1	0
264	2	286.21961245329453	1	689.874	isolate_only	UNANNOTATED	False	False							-1	0	1	0	0	0	0	0	0	1	0	0
265	4	286.21965715509924	1	704.9100000000001	isolate_only	UNANNOTATED	False	False							24	0	2	1	0	0	0	0	0	0	0	1
266	2	286.219603165336	1	710.3444999999999	isolate_only	UNANNOTATED	False	False							-1	0	2	0	0	0	0	0	0	0	0	0
267	2	286.219673488451	1	668.428	isolate_only	UNANNOTATED	False	False							24	0	0	1	0	0	0	1	0	0	0	0
268	2	286.219649605129	1	689.4860000000001	isolate_only	UNANNOTATED	False	False							10	0	0	0	0	0	0	1	0	1	0	0
269	6	287.122741699219	1	226.4255	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	6	0	0	0	0	0	0
270	2	288.117767333984	1	193.7575	isolate_only	UNANNOTATED	False	False							130	0	0	0	0	0	2	0	0	0	0	0
271	38	290.13376496967527	1	229.43260526315788	isolate_only	UNANNOTATED	False	False							130	0	0	6	2	6	6	0	6	6	6	0
273	6	295.020385742188	1	513.1003333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	0	0	0	0	0	0	0
274	98	298.2555847167968	1	929.7476530612244	isolate_only	UNANNOTATED	False	False							-1	0	18	18	18	12	8	6	6	6	6	0
275	13	300.20197237454937	1	420.2227692307692	isolate_only	UNANNOTATED	False	False							82	3	1	0	5	0	2	0	0	0	1	1
277	2	300.217569986979	1	727.155	isolate_only	UNANNOTATED	False	False							-1	0	2	0	0	0	0	0	0	0	0	0
278	4	302.170013427734	1	207.743	isolate_only	FLAGGED	False	True	401564-30-5	0.927227	3189.91	[M+H]+	Alkaloids	Piperidine alkaloids	-1	0	0	0	0	0	0	4	0	0	0	0
279	60	302.2869415283204	1	19.85113055555556	isolate_only	UNANNOTATED	False	False							24	0	6	6	6	6	6	6	6	6	6	6
280	5	304.212707519531	1	577.9986	isolate_only	UNANNOTATED	False	False							16	0	0	5	0	0	0	0	0	0	0	0
283	4	305.304153442383	1	646.0695	isolate_only	FLAGGED	False	True	"""3,3'-Dimethoxyflavone CollisionEnergy:205060"""	0.926272	741.338	M+Na	Shikimates and Phenylpropanoids	Flavonols	78	0	0	0	0	0	0	0	4	0	0	0
284	12	307.18506876627595	1	363.33183333333335	isolate_only	FLAGGED	False	True	AKOS033333909	0.925509	3179.66	[M+H-H2O]+	Alkaloids	Piperidine alkaloids	-1	0	0	0	6	0	6	0	0	0	0	0
286	36	311.1750030517578	1	499.0219166666667	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	6	6	0	6	6	6	0
287	2	312.154205322266	1	194.2035	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
288	2	312.154296875	1	193.529	isolate_only	UNANNOTATED	False	False							-1	0	0	0	1	0	1	0	0	0	0	0
289	9	316.2120344373913	1	431.0604444444445	isolate_only	UNANNOTATED	False	False							-1	2	0	0	3	0	1	0	0	0	3	0
290	23	317.1809365092843	1	254.190695652174	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	5	0	0	6	6	0	0
292	4	320.159744262695	1	445.2375	isolate_only	UNANNOTATED	False	False							7	0	0	0	0	0	0	0	0	0	4	0
293	8	327.2010726928713	1	431.75525	isolate_only	UNANNOTATED	False	False							82	1	1	0	3	0	2	0	0	0	1	0
295	2	328.268135541751	1	520.286	isolate_only	UNANNOTATED	False	False							10	0	0	0	1	1	0	0	0	0	0	0
296	2	328.268290259786	1	509.3475	isolate_only	UNANNOTATED	False	False							24	0	0	0	0	0	0	0	1	1	0	0
298	2	329.181060791016	1	208.3985	isolate_only	FLAGGED	False	True	67341-40-6	0.806179	2919.71	[M+H]+	Shikimates and Phenylpropanoids	Simple coumarins	-1	0	0	0	0	0	0	0	0	2	0	0
299	640	329.27061824798574	1	473.0569721354167	isolate_only	UNANNOTATED	False	False							10	0	60	60	66	66	64	66	66	66	66	60
301	72	332.3313496907554	1	709.5763333333332	isolate_only	VALID	False	False	Spectral Match to Benzyltetradecyldimethylammonium from NIST14	0.926093	1.65292	Cat			78	0	6	6	12	6	6	6	12	6	6	6
303	6	333.335652669271	1	713.0939999999999	isolate_only	FLAGGED	False	True	Spectral Match to Benzyltetradecyldimethylammonium from NIST14	0.825135	3023.1	Cat			78	0	0	0	0	0	0	0	6	0	0	0
305	6	336.15453084309905	1	389.4453333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	6	0	0	0	0
306	2	343.196228027344	1	276.5815	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	2	0	0	0	0	0	0
308	2	345.248825073242	1	486.86	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	0	0	0	0
310	2	346.277022251636	1	760.0894999999999	isolate_only	UNANNOTATED	False	False							10	0	0	0	0	0	0	1	0	0	0	1
311	4	351.21145629882847	1	421.747	isolate_only	FLAGGED	False	True	Z1589946986	0.874546	2843.87	[M+H]+	Alkaloids	Carboline alkaloids	-1	0	0	0	2	0	2	0	0	0	0	0
314	4	355.263631184896	1	618.8172500000001	isolate_only	UNANNOTATED	False	False							8	0	0	0	0	0	0	0	0	4	0	0
315	2	357.211395263672	1	393.64900000000006	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	0	0	0	0
316	61	358.24085823434297	1	614.2833278688523	isolate_only	UNANNOTATED	False	False							172	0	4	8	9	8	8	7	6	2	6	3
317	43	358.240930601608	1	608.6682325581395	isolate_only	UNANNOTATED	False	False							172	0	6	4	3	4	4	5	6	4	4	3
319	16	359.28984451293974	1	837.9795625000002	isolate_only	UNANNOTATED	False	False							27	0	4	0	4	2	2	2	0	2	0	0
320	38	360.3626596551191	1	787.094947368421	isolate_only	VALID	False	False	Cetalkonium	0.930141	2.20183	[M]+			78	2	4	6	6	0	2	2	6	6	4	0
321	6	362.92556762695307	1	134.6308333333333	isolate_only	FLAGGED	False	True	Z1145039212	0.81445	3406.19	[M+H]+			117	0	0	0	0	0	0	0	0	0	0	6
322	5	370.295084635417	1	961.8628	isolate_only	UNANNOTATED	False	False							16	0	0	0	0	0	0	5	0	0	0	0
323	6	371.154459635417	1	221.4526666666667	isolate_only	UNANNOTATED	False	False							97	0	0	0	0	0	0	0	0	0	6	0
324	7	371.2268502371653	1	440.8080000000001	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	2	2	0	0	1
325	13	371.22789353590775	1	439.2043076923077	isolate_only	FLAGGED	False	True	3-(4-hydroxyphenyl)-2-{2-[(phenylmethoxy)carbonylamino]acetylamino}propanoic a cid CollisionEnergy:205060	0.703424	5126.19	M+H	Shikimates and Phenylpropanoids		82	3	1	0	4	0	2	0	0	0	3	0
326	4	371.227935791016	1	423.0465	isolate_only	UNANNOTATED	False	False							18	0	0	0	0	0	0	0	2	2	0	0
328	9	373.2737664116751	1	617.4266666666667	isolate_only	VALID	False	False	cholic acid	0.870919	0.163513	[M+H-2H2O]+	Terpenoids	Cholane steroids	8	0	1	1	0	1	1	1	1	1	2	0
330	2	383.228668212891	1	424.405	isolate_only	UNANNOTATED	False	False							18	0	0	0	0	0	0	0	2	0	0	0
333	52	392.1803471491887	1	278.82992307692314	isolate_only	UNANNOTATED	False	False							88	0	0	6	6	6	6	6	6	6	6	4
334	6	393.176005045573	1	415.6446666666668	isolate_only	UNANNOTATED	False	False							-1	0	0	4	0	0	0	2	0	0	0	0
335	5	393.2086181640624	1	438.8108	isolate_only	UNANNOTATED	False	False							12	0	1	0	1	0	1	0	0	1	1	0
336	8	393.20854759216286	1	438.597875	isolate_only	UNANNOTATED	False	False							-1	0	2	0	2	0	2	1	0	0	1	0
337	3	393.208511352539	1	439.8913333333333	isolate_only	UNANNOTATED	False	False							12	0	0	1	0	0	1	0	1	0	0	0
338	4	395.2379913330075	1	432.99225	isolate_only	UNANNOTATED	False	False							107	0	0	0	2	0	2	0	0	0	0	0
340	6	398.326232910156	1	17.934250000000002	isolate_only	UNANNOTATED	False	False							16	0	0	0	0	0	0	6	0	0	0	0
342	3	401.289476182726	1	821.2456666666666	isolate_only	UNANNOTATED	False	False							12	0	1	0	1	0	0	0	0	0	1	0
343	2	401.2903238932295	1	821.8634999999999	isolate_only	UNANNOTATED	False	False							-1	0	1	0	1	0	0	0	0	0	0	0
345	3	407.2123718261721	1	355.1233333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	3	0	0	0	0	0	0
346	2	413.348892211914	1	635.8209999999999	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	2	0	0
347	27	414.2333374023437	1	384.3458148148148	isolate_only	UNANNOTATED	False	False							-1	0	0	8	0	6	0	1	6	6	0	0
348	8	415.21086120605503	1	731.0982499999999	isolate_only	VALID	False	False	Trospium	0.890981	0.367495	M+H			-1	0	0	0	0	0	0	2	4	0	2	0
350	2	415.252705891927	1	435.267	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
351	6	416.336588541667	1	17.21930555555555	isolate_only	UNANNOTATED	False	False							16	0	0	0	0	0	0	6	0	0	0	0
352	4	417.203094482422	1	419.83475	isolate_only	UNANNOTATED	False	False							-1	4	0	0	0	0	0	0	0	0	0	0
355	6	426.233032226563	1	402.3528333333333	isolate_only	UNANNOTATED	False	False							67	0	0	0	6	0	0	0	0	0	0	0
356	28	426.3215767996653	1	617.7226785714286	isolate_only	VALID	False	False	Cholic Acid	0.874554	1.36009	[M+NH4]+	Terpenoids	Cholane steroids	8	2	3	3	3	3	3	3	3	3	2	0
357	11	426.32111150568176	1	617.1342727272727	isolate_only	VALID	False	False	cholic acid	0.809839	0.357918	[M+NH4]+	Terpenoids	Cholane steroids	8	0	1	2	1	1	2	0	0	3	1	0
358	8	427.2289123535155	1	409.67325	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	2	0	0	2	0	0	2
361	23	430.2434369515684	1	471.1918260869566	isolate_only	UNANNOTATED	False	False							-1	2	2	3	2	3	2	2	2	3	2	0
362	24	430.2434255811904	1	471.4784166666667	isolate_only	UNANNOTATED	False	False							-1	2	3	3	3	2	2	2	2	3	2	0
363	2	430.29499816894497	1	551.4334999999999	isolate_only	UNANNOTATED	False	False							8	0	1	0	0	0	0	0	0	0	1	0
364	6	430.91259765625	1	132.76016666666666	isolate_only	UNANNOTATED	False	False							117	0	0	0	0	0	0	0	0	0	0	6
365	12	431.20654296875006	1	535.9885	isolate_only	UNANNOTATED	False	False							27	6	6	0	0	0	0	0	0	0	0	0
366	4	431.248886108398	1	414.62299999999993	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	4	0	0	0	0	0
368	4	433.24365234375	1	467.07125	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	0	2	0	0
369	2	437.2343114217125	1	444.0415	isolate_only	UNANNOTATED	False	False							12	0	0	0	1	0	1	0	0	0	0	0
370	2	437.2343114217125	1	443.3295	isolate_only	UNANNOTATED	False	False							12	0	0	0	1	0	1	0	0	0	0	0
371	2	437.23461151123047	1	444.85	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	0	0	1	0	0
373	2	437.234954833984	1	444.375	isolate_only	UNANNOTATED	False	False							12	0	0	0	0	0	0	0	0	0	2	0
374	8	439.2664794921877	1	439.890875	isolate_only	UNANNOTATED	False	False							107	4	0	0	2	0	2	0	0	0	0	0
375	10	440.2153442382812	1	428.6176	isolate_only	UNANNOTATED	False	False							-1	2	2	0	0	0	0	0	0	0	6	0
376	2	440.242980957031	1	409.07	isolate_only	UNANNOTATED	False	False							-1	2	0	0	0	0	0	0	0	0	0	0
382	4	442.263656616211	1	431.772	isolate_only	UNANNOTATED	False	False							18	0	0	2	0	0	0	0	0	0	0	2
383	78	444.2885468311797	1	608.9857307692307	isolate_only	UNANNOTATED	False	False							107	0	6	8	8	10	10	10	6	6	8	6
385	17	445.314494413488	1	811.8575294117647	isolate_only	UNANNOTATED	False	False							12	2	2	1	2	2	1	2	1	3	1	0
386	14	445.31363278343554	1	814.4527142857143	isolate_only	UNANNOTATED	False	False							12	0	2	2	2	1	2	2	0	1	2	0
387	2	446.186462402344	1	193.798	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	0	0	0	0
388	42	446.22302100771947	1	348.53571428571433	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	12	0	0	12	12	0	0
390	15	448.3059305826824	1	551.8563333333333	isolate_only	VALID	False	False	glycocholic acid	0.731608	0.408439	M-H2O+H	Terpenoids	Cholane steroids	8	0	1	2	2	1	3	1	2	2	1	0
391	22	448.3066239790482	1	551.9570454545457	isolate_only	UNANNOTATED	False	False							8	2	1	2	3	1	3	3	2	3	2	0
392	2	448.305887858073	1	549.8354999999999	isolate_only	VALID	False	False	GLYCOCHOLATE	0.743677	1.83798	M-H2O+H	Terpenoids	Cholane steroids	8	0	0	1	0	0	0	1	0	0	0	0
393	2	448.30598449707	1	552.5755	isolate_only	VALID	False	False	glycocholic acid	0.724478	0.0680731	M-H2O+H	Terpenoids	Cholane steroids	8	0	0	0	0	0	0	1	0	0	1	0
394	12	449.2015686035156	1	280.7789166666667	isolate_only	UNANNOTATED	False	False							88	0	0	0	6	0	0	0	0	0	6	0
396	10	450.3215810139973	1	638.7507	isolate_only	VALID	False	False	Massbank:RP005403 Glycodeoxycholic acid|2-[[(4R)-4-[(3R,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]acetic	0.787302	0.745453	M+H	Terpenoids	Cholane steroids	8	0	1	1	0	0	1	2	2	2	1	0
399	2	452.276545206706	1	683.7209999999999	isolate_only	UNANNOTATED	False	False							46	0	0	0	0	0	2	0	0	0	0	0
400	2	452.276545206706	1	702.319	isolate_only	UNANNOTATED	False	False							46	0	0	0	0	0	2	0	0	0	0	0
401	2	453.718322753906	1	405.6449999999999	isolate_only	UNANNOTATED	False	False							156	0	0	0	0	0	0	2	0	0	0	0
405	11	459.279890580611	1	449.86345454545454	isolate_only	UNANNOTATED	False	False							-1	2	1	0	2	1	1	1	1	1	1	0
409	2	467.300354003906	1	471.6859999999999	isolate_only	UNANNOTATED	False	False							-1	0	0	0	1	0	1	0	0	0	0	0
410	39	467.3579054612381	1	807.237512820513	isolate_only	UNANNOTATED	False	False							-1	3	4	2	6	4	4	4	4	4	4	0
411	26	470.3318317119893	1	655.0192307692307	isolate_only	UNANNOTATED	False	False							3	0	6	0	6	2	2	4	0	6	0	0
412	2	472.275054931641	1	438.169	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
413	2	472.275054931641	1	438.3605	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
415	3	476.306193033854	1	452.55500000000006	isolate_only	UNANNOTATED	False	False							53	0	0	1	0	1	0	0	1	0	0	0
417	3	480.27746582031233	1	606.7813333333332	isolate_only	VALID	False	False	taurocholic acid	0.706671	2.98644	M-2H2O+H	Terpenoids	Cholane steroids	8	0	0	1	0	0	0	1	0	0	1	0
418	4	480.2775650024415	1	602.93275	isolate_only	UNANNOTATED	False	False							8	0	1	0	1	0	1	1	0	0	0	0
419	23	481.26133219401055	1	449.1162608695652	isolate_only	UNANNOTATED	False	False							12	2	4	3	0	3	2	1	3	2	3	0
421	35	482.36810796828496	1	889.7721714285713	isolate_only	UNANNOTATED	False	False							3	0	4	6	0	4	4	4	5	4	4	0
422	13	482.36811319986987	1	889.7424615384612	isolate_only	UNANNOTATED	False	False							3	0	2	0	0	2	2	2	1	2	2	0
423	8	483.0496368408208	1	282.85825	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	6	0	0	0	2	0
425	20	483.2914672851563	1	445.60235	isolate_only	UNANNOTATED	False	False							27	4	2	2	2	2	2	2	2	0	2	0
426	10	484.3244093718352	1	19.2939	isolate_only	UNANNOTATED	False	False							-1	0	0	0	1	1	1	2	0	0	0	5
429	4	489.3390604654948	1	804.61225	isolate_only	UNANNOTATED	False	False							12	0	1	0	0	1	1	0	0	0	1	0
430	4	489.3391850789387	1	804.8505	isolate_only	UNANNOTATED	False	False							12	0	0	0	2	0	0	1	0	1	0	0
431	17	489.33932136086855	1	806.8781764705883	isolate_only	UNANNOTATED	False	False							12	0	4	1	3	0	3	2	1	2	1	0
435	6	497.270914713542	1	403.48766666666666	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	0	6
438	6	498.89985148112	1	135.29683333333335	isolate_only	UNANNOTATED	False	False							117	0	0	0	0	0	0	0	0	0	0	6
439	50	499.2128283691408	1	360.9053200000001	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	12	0	12	12	12	0	0
440	6	499.23629760742193	1	729.2936666666666	isolate_only	UNANNOTATED	False	False							-1	6	0	0	0	0	0	0	0	0	0	0
443	6	511.25713094075496	1	200.92600000000004	isolate_only	UNANNOTATED	False	False							18	6	0	0	0	0	0	0	0	0	0	0
445	4	511.3829040527343	1	800.37825	isolate_only	UNANNOTATED	False	False							-1	0	1	0	2	0	0	1	0	0	0	0
446	3	512.269755045573	1	404.8406666666667	isolate_only	UNANNOTATED	False	False							152	0	0	0	0	0	3	0	0	0	0	0
447	3	512.269755045573	1	405.0323333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	3	0	0	0	0	0
448	3	513.265482584635	1	414.14699999999993	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	3	0
449	3	513.265482584635	1	414.339	isolate_only	UNANNOTATED	False	False							18	0	0	0	0	0	0	0	0	0	3	0
450	54	514.3580457899307	1	651.7861296296297	isolate_only	UNANNOTATED	False	False							3	0	6	6	6	6	6	6	6	6	6	0
451	17	516.2985935585173	1	606.6096470588235	isolate_only	VALID	False	False	Spectral Match to Taurocholic acid from NIST14	0.77582	0.472867	M+H			8	0	3	3	2	1	1	2	3	0	2	0
452	7	516.2983427501862	1	605.2909999999999	isolate_only	UNANNOTATED	False	False							8	0	0	3	1	1	1	0	1	0	0	0
453	2	516.298736572266	1	608.043	isolate_only	VALID	False	False	Spectral Match to Taurocholic acid from NIST14	0.720366	0.472867	M+H			8	0	0	0	0	1	0	1	0	0	0	0
454	10	517.2437255859375	1	572.4482	isolate_only	UNANNOTATED	False	False							-1	6	4	0	0	0	0	0	0	0	0	0
455	52	518.3584383451024	1	640.6356730769231	isolate_only	UNANNOTATED	False	False							27	0	6	6	6	6	5	6	6	6	5	0
457	2	520.33295694987	1	457.8245	isolate_only	UNANNOTATED	False	False							53	0	0	0	0	0	1	1	0	0	0	0
459	3	522.354919433594	1	797.4	isolate_only	VALID	False	False	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	0.937317	0.116846	M+H			169	0	0	3	0	0	0	0	0	0	0	0
460	3	522.354919433594	1	797.592	isolate_only	VALID	False	False	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	0.86215	2.10323	M+H			169	0	0	3	0	0	0	0	0	0	0	0
463	2	525.28662109375	1	451.764	isolate_only	UNANNOTATED	False	False							12	0	0	0	1	0	1	0	0	0	0	0
464	4	525.2868652343752	1	452.84775	isolate_only	UNANNOTATED	False	False							12	0	2	0	0	0	0	0	1	0	1	0
465	16	526.2603225708009	1	193.175375	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	6	0	4	2	2	0	0
466	16	526.3943036397299	1	879.15125	isolate_only	UNANNOTATED	False	False							3	0	0	2	0	2	4	2	1	2	3	0
469	4	527.280914306641	1	420.0865	isolate_only	UNANNOTATED	False	False							41	0	0	2	0	0	0	0	0	0	0	2
470	18	527.3166775173613	1	450.1164444444445	isolate_only	UNANNOTATED	False	False							-1	2	2	2	2	2	2	2	2	0	2	0
471	4	528.227844238281	1	197.5195	isolate_only	UNANNOTATED	False	False							18	0	0	0	0	0	4	0	0	0	0	0
473	4	529.2604064941405	1	394.877	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	2	0	0	0	0	0	0
474	2	529.296142578125	1	436.537	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	0	2
475	48	530.379280090332	1	19.476197916666663	isolate_only	UNANNOTATED	False	False							27	0	18	12	12	6	0	0	0	0	0	0
476	3	531.276000976563	1	413.9923333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	0	3
477	3	531.276000976563	1	414.1843333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	0	3
484	2	537.266418457031	1	445.208	isolate_only	UNANNOTATED	False	False							18	0	2	0	0	0	0	0	0	0	0	0
485	8	537.301513671875	1	435.82475	isolate_only	UNANNOTATED	False	False							18	0	0	2	0	2	0	0	2	2	0	0
486	26	538.2799682617189	1	609.395	isolate_only	VALID	False	False	Spectral Match to Taurocholic acid from NIST14	0.738861	1.36067	M+Na	Terpenoids	Cholane steroids	-1	0	2	2	2	4	4	4	2	0	6	0
487	6	539.289184570313	1	399.7421666666667	isolate_only	UNANNOTATED	False	False							-1	0	6	0	0	0	0	0	0	0	0	0
488	44	542.3501226251776	1	19.42642045454545	isolate_only	UNANNOTATED	False	False							-1	0	6	6	6	6	4	4	6	4	2	0
489	2	542.388671875	1	755.1659999999999	isolate_only	UNANNOTATED	False	False							3	0	0	0	0	0	0	2	0	0	0	0
490	2	543.238372802734	1	201.2725	isolate_only	UNANNOTATED	False	False							41	0	0	2	0	0	0	0	0	0	0	0
491	2	543.238372802734	1	201.4645	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	0	0	0	0
492	2	544.770324707031	1	424.3615	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	2	0	0	0	0
493	2	553.288696289063	1	404.979	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	2	0	0
494	6	553.305094401042	1	422.2576666666666	isolate_only	UNANNOTATED	False	False							18	6	0	0	0	0	0	0	0	0	0	0
495	18	554.2936876085073	1	393.86016666666666	isolate_only	UNANNOTATED	False	False							-1	0	6	0	6	0	0	0	0	0	0	6
496	6	554.4251708984376	1	16.794472222222222	isolate_only	UNANNOTATED	False	False							3	0	0	0	0	2	0	4	0	0	0	0
498	48	558.3839950561525	1	648.804	isolate_only	UNANNOTATED	False	False							3	0	6	4	6	6	6	6	2	6	6	0
499	4	561.7605285644535	1	402.998	isolate_only	UNANNOTATED	False	False							156	0	0	2	0	0	0	2	0	0	0	0
500	2	562.29443359375	1	456.556	isolate_only	UNANNOTATED	False	False							82	2	0	0	0	0	0	0	0	0	0	0
502	6	568.279296875	1	196.5455	isolate_only	UNANNOTATED	False	False							-1	6	0	0	0	0	0	0	0	0	0	0
503	3	569.290303548177	1	399.0183333333334	isolate_only	UNANNOTATED	False	False							152	0	0	0	0	0	3	0	0	0	0	0
504	9	569.2937418619792	1	402.4817777777778	isolate_only	UNANNOTATED	False	False							18	3	0	0	3	0	3	0	0	0	0	0
505	6	569.2954610188805	1	403.92550000000006	isolate_only	UNANNOTATED	False	False							-1	3	0	0	3	0	0	0	0	0	0	0
506	2	569.312896728516	1	455.86	isolate_only	UNANNOTATED	False	False							12	0	1	0	1	0	0	0	0	0	0	0
507	2	569.312469482422	1	455.312	isolate_only	UNANNOTATED	False	False							12	0	0	0	0	0	2	0	0	0	0	0
509	9	570.2171291775172	1	607.140888888889	isolate_only	UNANNOTATED	False	False							-1	0	3	2	1	1	1	1	0	0	0	0
510	22	570.2859829989346	1	276.87054545454544	isolate_only	UNANNOTATED	False	False							-1	0	0	6	0	4	0	0	6	6	0	0
511	15	570.4203803168405	1	872.1976666666667	isolate_only	FLAGGED	False	True	5-methoxy-3-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-3H-benzo[f][2]benzofuran-1-one	0.73228	2168.67	[M+H]+	Polyketides	Naphthalenes and derivatives	3	0	1	1	0	2	4	2	0	2	3	0
513	6	571.262288411458	1	417.412	isolate_only	UNANNOTATED	False	False							-1	6	0	0	0	0	0	0	0	0	0	0
514	4	571.3415832519535	1	453.62700000000007	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	2	0	0	0	0	0
516	3	573.294514973958	1	414.304	isolate_only	UNANNOTATED	False	False							-1	3	0	0	0	0	0	0	0	0	0	0
517	3	573.294514973958	1	414.496	isolate_only	UNANNOTATED	False	False							-1	3	0	0	0	0	0	0	0	0	0	0
518	2	577.268432617188	1	426.891	isolate_only	UNANNOTATED	False	False							89	2	0	0	0	0	0	0	0	0	0	0
519	15	577.3935289171006	1	795.1681333333332	isolate_only	UNANNOTATED	False	False							12	3	4	0	3	2	0	2	0	1	0	0
520	38	579.4219520970395	1	800.401263157895	isolate_only	UNANNOTATED	False	False							27	6	6	0	6	6	4	6	0	4	0	0
522	2	584.302480061849	1	410.024	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	0	0	1	0	0
523	6	585.274943033854	1	744.3363333333333	isolate_only	UNANNOTATED	False	False							27	6	0	0	0	0	0	0	0	0	0	0
524	3	585.287272135417	1	417.0583333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	3	0	0	0	0	0	0	0
525	3	585.287272135417	1	417.2503333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	3	0	0	0	0	0	0	0
526	4	585.295532226563	1	435.3760000000001	isolate_only	UNANNOTATED	False	False							-1	4	0	0	0	0	0	0	0	0	0	0
528	4	587.3169555664065	1	468.636	isolate_only	UNANNOTATED	False	False							18	0	2	0	0	0	0	0	0	2	0	0
529	4	590.2830810546875	1	401.40375000000006	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	0	2	0	0	0
