CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
493	568	-102.050	0.000	0.7149	0.6787	1
493	573	-112.071	0.000	0.7502	0.5207	1
493	575	-114.032	0.000	0.7901	0.6380	1
493	577	-116.029	0.000	0.7750	0.5576	1
493	582	-126.014	0.000	0.7615	0.5417	1
493	584	-130.056	0.000	0.7670	0.5325	1
493	585	-130.081	0.000	0.7654	0.6196	1
493	587	-140.066	0.000	0.7531	0.5389	1
493	595	-171.083	0.000	0.7917	0.5870	1
493	596	-172.069	0.000	0.7662	0.5447	1
493	597	-183.070	0.000	0.7201	0.4807	1
493	609	-203.061	0.000	0.7506	0.7195	1
493	611	-213.094	0.000	0.7357	0.6103	1
493	613	-214.113	0.000	0.7455	0.6127	1
493	618	-230.144	0.000	0.7231	0.6547	1
493	622	-242.120	0.000	0.7428	0.5421	1
493	624	-253.112	0.000	0.7346	0.5834	1
493	626	-255.128	0.000	0.7068	0.5828	1
493	632	-282.152	0.000	0.7183	0.6783	1
493	636	-300.161	0.000	0.7337	0.6752	1
493	643	-326.190	0.000	0.7095	0.6672	1
493	650	-353.140	0.000	0.7061	0.5833	1
493	659	-383.186	0.000	0.7457	0.7211	1
494	495	-0.986	0.000	0.7835	0.3938	1
494	497	-3.986	0.000	0.7381	0.6656	1
494	502	-14.974	0.000	0.7702	0.6179	1
494	504	-15.986	0.000	0.8383	0.7390	1
494	505	-15.986	0.000	0.7665	0.6794	1
494	513	-17.957	0.000	0.7493	0.5995	1
494	521	-30.997	0.000	0.7568	0.7055	1
494	524	-31.982	0.000	0.7284	0.6353	1
494	525	-31.982	0.000	0.7833	0.6550	1
494	528	-34.012	0.000	0.8872	0.6443	1
494	529	-36.977	0.000	0.7039	0.5939	1
494	532	-43.033	0.000	0.8304	0.6886	1
494	538	-56.976	0.000	0.7492	0.5714	1
494	540	-59.028	0.000	0.7392	0.6951	1
494	541	-59.028	0.000	0.7200	0.5274	1
494	557	-73.007	0.000	0.7174	0.6506	1
494	559	-88.032	0.000	0.7314	0.6517	1
494	564	-99.022	0.000	0.7012	0.5265	1
494	566	-101.048	0.000	0.8708	0.7140	1
494	567	-102.034	0.000	0.7572	0.6554	1
494	573	-112.055	0.000	0.7612	0.6813	1
494	575	-114.016	0.000	0.7520	0.6175	1
494	577	-116.012	0.000	0.7665	0.6620	1
494	582	-125.998	0.000	0.7063	0.6130	1
494	584	-130.039	0.000	0.7256	0.6743	1
494	587	-140.050	0.000	0.7494	0.6513	1
494	597	-183.054	0.000	0.7496	0.6191	1
494	611	-213.077	0.000	0.7718	0.6402	1
494	626	-255.111	0.000	0.7047	0.5850	1
494	632	-282.136	0.000	0.7637	0.5902	1
495	497	-3.000	0.000	0.7369	0.4667	1
495	502	-13.988	0.000	0.7563	0.4088	1
495	528	-33.026	0.000	0.7520	0.4126	1
495	532	-42.047	0.000	0.7686	0.4664	1
495	566	-100.062	0.000	0.7053	0.3452	1
495	575	-113.030	0.000	0.7072	0.3441	1
495	577	-115.026	0.000	0.7019	0.3600	1
495	587	-139.064	0.000	0.7321	0.3776	1
496	534	-44.026	0.000	0.7888	0.5289	1
496	560	-88.052	0.000	0.7776	0.5129	1
497	521	-27.012	0.000	0.7139	0.6555	1
497	528	-30.026	0.000	0.7143	0.5908	1
497	532	-39.048	0.000	0.7455	0.6433	1
497	542	-55.050	0.000	0.7818	0.6861	1
497	575	-110.030	0.000	0.7136	0.5859	1
497	577	-112.027	0.000	0.7128	0.6178	1
497	587	-136.064	0.000	0.7172	0.6162	1
498	545	-56.072	0.000	0.8198	0.4966	1
498	546	-56.063	0.000	0.8019	0.5297	1
498	560	-84.093	0.000	0.7368	0.4312	1
499	504	-7.530	0.000	0.7314	0.5862	1
499	521	-22.542	0.000	0.7534	0.6374	1
499	525	-23.527	0.000	0.7239	0.5423	1
499	528	-25.556	0.000	0.7108	0.5055	1
499	529	-28.522	0.000	0.7406	0.5815	1
499	532	-34.578	0.000	0.7375	0.5487	1
499	540	-50.573	0.000	0.7213	0.6195	1
499	541	-50.573	0.000	0.7407	0.6269	1
499	547	-53.547	0.000	0.7231	0.6968	1
499	559	-79.576	0.000	0.7529	0.6274	1
499	566	-92.593	0.000	0.7348	0.6829	1
499	567	-93.578	0.000	0.7532	0.6870	1
499	573	-103.599	0.000	0.7061	0.5693	1
499	575	-105.560	0.000	0.7387	0.6838	1
499	577	-107.557	0.000	0.7381	0.6173	1
499	582	-117.542	0.000	0.7179	0.5811	1
499	584	-121.584	0.000	0.7409	0.5837	1
499	585	-121.609	0.000	0.7385	0.6848	1
499	609	-194.589	0.000	0.7098	0.6060	1
499	611	-204.622	0.000	0.7143	0.6635	1
499	624	-244.640	0.000	0.7110	0.6452	1
499	626	-246.656	0.000	0.7098	0.6380	1
499	636	-291.689	0.000	0.7052	0.6183	1
500	501	-2.065	0.000	0.8678	0.6694	1
500	537	-46.089	0.000	0.8052	0.5302	1
500	565	-90.115	0.000	0.8262	0.5682	1
500	588	-134.141	0.000	0.7791	0.5305	1
500	598	-178.168	0.000	0.7614	0.5265	1
500	619	-222.193	0.000	0.7435	0.4316	1
500	640	-310.245	0.000	0.7123	0.4663	1
501	515	-8.077	0.000	0.7081	0.6483	1
501	537	-44.025	0.000	0.8728	0.5087	1
501	565	-88.051	0.000	0.8399	0.5067	1
501	588	-132.076	0.000	0.8184	0.5051	1
501	589	-138.138	0.000	0.7791	0.5031	1
501	590	-138.139	0.000	0.7183	0.4352	1
501	598	-176.103	0.000	0.7850	0.4765	1
501	619	-220.128	0.000	0.8000	0.5116	1
501	621	-228.208	0.000	0.7202	0.5394	1
501	630	-264.154	0.000	0.7076	0.4025	1
501	640	-308.180	0.000	0.7339	0.4324	1
502	503	-1.011	0.000	0.7067	0.6060	1
502	504	-1.011	0.000	0.7050	0.5848	1
502	505	-1.011	0.000	0.7401	0.6747	1
502	510	-2.007	0.000	0.7005	0.5736	1
502	513	-2.983	0.000	0.8072	0.6818	1
502	521	-16.023	0.000	0.7647	0.6704	1
502	522	-16.023	0.000	0.7631	0.6628	1
502	524	-17.008	0.000	0.7118	0.6703	1
502	528	-19.038	0.000	0.7309	0.5091	1
502	532	-28.059	0.000	0.7371	0.5720	1
502	533	-28.059	0.000	0.7423	0.6766	1
502	538	-42.001	0.000	0.8210	0.6397	1
502	540	-44.054	0.000	0.7506	0.6509	1
502	541	-44.054	0.000	0.7257	0.5843	1
502	550	-50.043	0.000	0.7168	0.6035	1
502	551	-50.043	0.000	0.7074	0.6392	1
502	557	-58.033	0.000	0.7168	0.5888	1
502	566	-86.074	0.000	0.7061	0.6073	1
502	567	-87.060	0.000	0.7426	0.6427	1
502	575	-99.041	0.000	0.8063	0.6762	1
502	577	-101.038	0.000	0.7386	0.6455	1
502	582	-111.024	0.000	0.7469	0.6454	1
502	587	-125.076	0.000	0.7203	0.6139	1
502	597	-168.080	0.000	0.7675	0.5924	1
502	611	-198.103	0.000	0.7247	0.6057	1
502	632	-267.161	0.000	0.8063	0.6071	1
502	647	-327.116	0.000	0.7533	0.5501	1
502	650	-338.149	0.000	0.7518	0.6103	1
502	658	-366.179	0.000	0.7195	0.5714	1
502	659	-368.195	0.000	0.7042	0.4676	1
502	661	-368.210	0.000	0.7551	0.5401	1
503	513	-1.972	0.000	0.7006	0.5716	1
503	522	-15.013	0.000	0.7556	0.5759	1
503	538	-40.990	0.000	0.7505	0.6195	1
503	556	-57.022	0.000	0.7809	0.5840	1
503	557	-57.022	0.000	0.7629	0.6142	1
503	647	-326.105	0.000	0.7081	0.4760	1
504	505	0.000	0.000	0.7656	0.5509	1
504	513	-1.972	0.000	0.7143	0.5556	1
504	517	-4.004	0.000	0.7074	0.6637	1
504	521	-15.012	0.000	0.8179	0.6584	1
504	524	-15.997	0.000	0.7187	0.6110	1
504	525	-15.997	0.000	0.7999	0.6996	1
504	527	-17.027	0.000	0.7321	0.6102	1
504	528	-18.026	0.000	0.7601	0.6214	1
504	532	-27.048	0.000	0.7801	0.6615	1
504	540	-43.043	0.000	0.7952	0.6931	1
504	542	-43.051	0.000	0.7222	0.6714	1
504	547	-46.017	0.000	0.7428	0.6101	1
504	551	-49.032	0.000	0.7426	0.6150	1
504	552	-50.026	0.000	0.7827	0.6310	1
504	557	-57.021	0.000	0.7905	0.6670	1
504	559	-72.046	0.000	0.7056	0.6079	1
504	566	-85.063	0.000	0.7610	0.6185	1
504	567	-86.048	0.000	0.7928	0.6200	1
504	577	-100.027	0.000	0.7237	0.6405	1
504	585	-114.079	0.000	0.7221	0.5680	1
504	608	-186.064	0.000	0.7519	0.6123	1
504	611	-197.092	0.000	0.7016	0.5742	1
505	513	-1.972	0.000	0.7543	0.6675	1
505	521	-15.012	0.000	0.7488	0.6507	1
505	524	-15.997	0.000	0.7130	0.6732	1
505	532	-27.048	0.000	0.7002	0.5679	1
505	533	-27.048	0.000	0.7102	0.6510	1
505	538	-40.990	0.000	0.7434	0.5950	1
505	540	-43.043	0.000	0.7314	0.6132	1
505	552	-50.026	0.000	0.7357	0.6347	1
505	557	-57.021	0.000	0.7363	0.5889	1
505	567	-86.048	0.000	0.7395	0.6321	1
505	585	-114.079	0.000	0.7082	0.6236	1
505	608	-186.064	0.000	0.7280	0.6387	1
505	632	-266.150	0.000	0.7148	0.5632	1
506	507	-0.000	0.000	0.7854	0.5142	1
506	508	-0.002	0.000	0.7101	0.4440	1
506	519	-8.080	0.000	0.7576	0.3998	1
506	543	-44.027	0.000	0.8180	0.5558	1
506	553	-52.106	0.000	0.7615	0.3449	1
506	569	-88.052	0.000	0.7628	0.4908	1
506	574	-96.131	0.000	0.7739	0.4260	1
506	679	-537.245	0.000	0.7038	0.3124	1
507	508	-0.002	0.000	0.7046	0.4238	1
507	519	-8.080	0.000	0.7835	0.4181	1
507	543	-44.027	0.000	0.7949	0.5046	1
507	553	-52.105	0.000	0.7525	0.3326	1
507	569	-88.052	0.000	0.7629	0.4862	1
507	574	-96.131	0.000	0.7786	0.3860	1
508	543	-44.025	0.000	0.7273	0.5513	1
508	569	-88.051	0.000	0.7227	0.4264	1
510	541	-42.047	0.000	0.8025	0.5118	1
510	559	-71.051	0.000	0.7098	0.5741	1
510	575	-97.035	0.000	0.7210	0.5138	1
510	609	-186.064	0.000	0.7445	0.4663	1
510	610	-186.064	0.000	0.7205	0.4956	1
511	512	-0.000	0.000	0.8620	0.5942	1
511	534	-28.031	0.000	0.8385	0.5799	1
511	545	-44.036	0.000	0.8890	0.6792	1
511	546	-44.027	0.000	0.8753	0.6783	1
511	570	-88.052	0.000	0.8563	0.6469	1
511	571	-88.052	0.000	0.8510	0.6698	1
511	589	-132.077	0.000	0.8561	0.6215	1
511	590	-132.078	0.000	0.8556	0.6098	1
511	602	-176.102	0.000	0.7362	0.5192	1
511	603	-176.104	0.000	0.8091	0.5385	1
512	534	-28.031	0.000	0.8066	0.5479	1
512	545	-44.036	0.000	0.8630	0.6328	1
512	546	-44.026	0.000	0.9023	0.6920	1
512	570	-88.052	0.000	0.8186	0.5968	1
512	571	-88.052	0.000	0.8570	0.6532	1
512	589	-132.077	0.000	0.8474	0.6370	1
512	590	-132.078	0.000	0.8669	0.6491	1
512	603	-176.104	0.000	0.7497	0.4914	1
513	521	-13.040	0.000	0.7226	0.6215	1
513	522	-13.041	0.000	0.7160	0.6674	1
513	524	-14.025	0.000	0.7062	0.6127	1
513	526	-14.033	0.000	0.7057	0.5790	1
513	528	-16.055	0.000	0.7120	0.4876	1
513	532	-25.076	0.000	0.7119	0.5293	1
513	533	-25.076	0.000	0.7334	0.6700	1
513	538	-39.018	0.000	0.7555	0.5398	1
513	540	-41.071	0.000	0.7280	0.6096	1
513	541	-41.071	0.000	0.7481	0.6341	1
513	557	-55.050	0.000	0.7169	0.5390	1
513	567	-84.077	0.000	0.7513	0.6910	1
513	597	-165.097	0.000	0.7150	0.5382	1
513	611	-195.120	0.000	0.7114	0.6680	1
513	632	-264.179	0.000	0.7376	0.6146	1
513	647	-324.133	0.000	0.7106	0.5721	1
514	520	-8.079	0.000	0.8110	0.3469	1
514	523	-13.933	0.000	0.7963	0.3520	1
514	536	-31.943	0.000	0.7646	0.2906	1
514	554	-52.105	0.000	0.7973	0.3877	1
514	576	-96.131	0.000	0.8131	0.3298	1
514	578	-99.970	0.000	0.7864	0.2884	1
514	594	-140.157	0.000	0.8146	0.4554	1
515	537	-35.948	0.000	0.7108	0.4869	1
515	549	-44.027	0.000	0.9015	0.6577	1
515	572	-88.053	0.000	0.9223	0.7107	1
515	592	-132.079	0.000	0.9000	0.6108	1
515	604	-176.104	0.000	0.9026	0.6515	1
515	621	-220.131	0.000	0.8875	0.6947	1
515	633	-264.156	0.000	0.8232	0.5623	1
516	517	0.000	0.000	0.7049	0.5741	1
516	664	-374.151	0.000	0.7196	0.5143	1
517	521	-11.008	0.000	0.7040	0.6251	1
517	527	-13.023	0.000	0.7596	0.6412	1
517	535	-28.982	0.000	0.7340	0.6767	1
517	540	-39.039	0.000	0.7063	0.6944	1
517	547	-42.013	0.000	0.7255	0.6208	1
517	552	-46.022	0.000	0.7677	0.6546	1
517	557	-53.017	0.000	0.7473	0.6506	1
517	562	-75.012	0.000	0.7171	0.5296	1
517	567	-82.044	0.000	0.7233	0.6327	1
517	639	-298.154	0.000	0.7161	0.4575	1
517	664	-374.151	0.000	0.7054	0.4671	1
518	527	-9.049	0.000	0.7345	0.5272	1
518	531	-15.003	0.000	0.7062	0.5625	1
518	552	-42.048	0.000	0.7661	0.5662	1
518	561	-71.038	0.000	0.7073	0.3705	1
518	562	-71.038	0.000	0.7948	0.4724	1
519	543	-35.947	0.000	0.7772	0.3658	1
519	553	-44.026	0.000	0.8624	0.5857	1
519	569	-79.973	0.000	0.7685	0.4385	1
519	574	-88.052	0.000	0.8853	0.6782	1
520	523	-5.854	0.000	0.8897	0.5741	1
520	536	-23.864	0.000	0.8588	0.4907	1
520	554	-44.026	0.000	0.8852	0.5654	1
520	576	-88.052	0.000	0.9110	0.5626	1
520	578	-91.891	0.000	0.8684	0.4480	1
520	594	-132.079	0.000	0.8606	0.5357	1
521	524	-0.985	0.000	0.7411	0.6536	1
521	525	-0.985	0.000	0.7970	0.6463	1
521	527	-2.015	0.000	0.8364	0.7349	1
521	528	-3.015	0.000	0.7154	0.5193	1
521	529	-5.980	0.000	0.7086	0.6005	1
521	531	-7.969	0.000	0.7184	0.5771	1
521	532	-12.036	0.000	0.8150	0.6528	1
521	535	-17.974	0.000	0.7635	0.6710	1
521	539	-28.031	0.000	0.7701	0.6326	1
521	540	-28.031	0.000	0.8757	0.7388	1
521	542	-28.039	0.000	0.7494	0.7236	1
521	547	-31.005	0.000	0.8129	0.7291	1
521	548	-31.005	0.000	0.7276	0.6178	1
521	550	-34.020	0.000	0.7214	0.6015	1
521	551	-34.020	0.000	0.8435	0.7495	1
521	556	-42.009	0.000	0.7430	0.6297	1
521	557	-42.009	0.000	0.8147	0.6674	1
521	559	-57.034	0.000	0.7251	0.6635	1
521	564	-68.025	0.000	0.7146	0.5156	1
521	566	-70.051	0.000	0.7276	0.6619	1
521	567	-71.036	0.000	0.8630	0.7459	1
521	568	-71.036	0.000	0.7660	0.6306	1
521	573	-81.057	0.000	0.7257	0.6281	1
521	575	-83.018	0.000	0.7682	0.6870	1
521	577	-85.015	0.000	0.7549	0.6745	1
521	580	-89.047	0.000	0.7057	0.7028	1
521	582	-95.000	0.000	0.7897	0.6821	1
521	584	-99.042	0.000	0.7175	0.6269	1
521	585	-99.067	0.000	0.8127	0.7042	1
521	586	-99.069	0.000	0.7040	0.5718	1
521	587	-109.053	0.000	0.7288	0.6337	1
521	595	-140.069	0.000	0.7017	0.6719	1
521	596	-141.055	0.000	0.7183	0.6679	1
521	597	-152.056	0.000	0.7324	0.5781	1
521	608	-171.052	0.000	0.8100	0.7158	1
521	609	-172.047	0.000	0.7205	0.5907	1
521	611	-182.080	0.000	0.7091	0.6254	1
521	613	-183.099	0.000	0.7667	0.6958	1
521	618	-199.130	0.000	0.7564	0.6433	1
521	622	-211.106	0.000	0.7230	0.6554	1
521	632	-251.138	0.000	0.7463	0.6044	1
521	650	-322.126	0.000	0.7195	0.6069	1
522	538	-25.978	0.000	0.7130	0.5029	1
522	541	-28.031	0.000	0.7251	0.6104	1
522	551	-34.020	0.000	0.7007	0.6677	1
522	556	-42.009	0.000	0.7329	0.6126	1
522	557	-42.009	0.000	0.7512	0.5905	1
522	567	-71.036	0.000	0.8003	0.7387	1
522	568	-71.036	0.000	0.7490	0.6719	1
522	575	-83.018	0.000	0.7149	0.6936	1
522	582	-95.000	0.000	0.7033	0.6013	1
522	585	-99.067	0.000	0.7312	0.6959	1
522	613	-183.098	0.000	0.7255	0.6722	1
522	650	-322.126	0.000	0.7001	0.6150	1
523	536	-18.009	0.000	0.8690	0.5235	1
523	554	-38.172	0.000	0.8669	0.4866	1
523	576	-82.198	0.000	0.8919	0.5140	1
523	578	-86.037	0.000	0.8824	0.5036	1
523	594	-126.224	0.000	0.8243	0.4589	1
524	525	0.000	0.000	0.7127	0.5169	1
524	532	-11.051	0.000	0.7134	0.5989	1
524	540	-27.046	0.000	0.7018	0.6250	1
524	541	-27.046	0.000	0.7429	0.5433	1
524	564	-67.040	0.000	0.7190	0.5320	1
524	566	-69.066	0.000	0.7298	0.6150	1
524	567	-70.052	0.000	0.7263	0.6164	1
524	585	-98.082	0.000	0.7044	0.5915	1
525	528	-2.030	0.000	0.7491	0.6085	1
525	529	-4.995	0.000	0.7196	0.6114	1
525	532	-11.051	0.000	0.7876	0.6852	1
525	540	-27.046	0.000	0.7751	0.6705	1
525	541	-27.046	0.000	0.7086	0.4730	1
525	542	-27.054	0.000	0.7310	0.6814	1
525	547	-30.021	0.000	0.7067	0.5856	1
525	551	-33.035	0.000	0.7436	0.6534	1
525	557	-41.025	0.000	0.7058	0.6279	1
525	559	-56.050	0.000	0.7520	0.6079	1
525	564	-67.040	0.000	0.7080	0.5669	1
525	566	-69.066	0.000	0.8066	0.6175	1
525	567	-70.052	0.000	0.7843	0.6279	1
525	573	-80.073	0.000	0.7408	0.6631	1
525	575	-82.033	0.000	0.7582	0.5970	1
525	577	-84.030	0.000	0.7486	0.6141	1
525	582	-94.016	0.000	0.7373	0.6043	1
525	584	-98.057	0.000	0.7084	0.5802	1
525	585	-98.082	0.000	0.7387	0.5920	1
525	587	-108.068	0.000	0.7224	0.5841	1
525	611	-181.095	0.000	0.7281	0.5602	1
526	541	-27.038	0.000	0.7306	0.4926	1
527	531	-5.954	0.000	0.7861	0.5490	1
527	535	-15.959	0.000	0.7913	0.6299	1
527	539	-26.016	0.000	0.7025	0.6645	1
527	540	-26.016	0.000	0.8111	0.7112	1
527	542	-26.024	0.000	0.7820	0.7602	1
527	544	-28.031	0.000	0.7673	0.7747	1
527	547	-28.990	0.000	0.7978	0.7861	1
527	548	-28.990	0.000	0.7095	0.6955	1
527	552	-32.999	0.000	0.7816	0.7398	1
527	562	-61.989	0.000	0.7732	0.7271	1
527	567	-69.021	0.000	0.7769	0.7763	1
527	579	-87.032	0.000	0.7219	0.6485	1
527	580	-87.032	0.000	0.8602	0.7159	1
527	585	-97.052	0.000	0.8023	0.7474	1
527	600	-157.074	0.000	0.7153	0.6813	1
527	601	-157.074	0.000	0.8192	0.7708	1
527	608	-169.037	0.000	0.7377	0.6605	1
527	616	-187.063	0.000	0.7259	0.6390	1
528	529	-2.965	0.000	0.7182	0.5434	1
528	532	-9.021	0.000	0.7861	0.6128	1
528	540	-25.016	0.000	0.7101	0.5669	1
528	559	-54.020	0.000	0.7017	0.5051	1
528	566	-67.036	0.000	0.8054	0.5429	1
528	567	-68.022	0.000	0.7193	0.5095	1
528	573	-78.043	0.000	0.7224	0.5717	1
528	575	-80.004	0.000	0.7219	0.4785	1
528	577	-82.000	0.000	0.7510	0.5421	1
528	587	-106.038	0.000	0.7100	0.4883	1
528	611	-179.065	0.000	0.7190	0.4927	1
528	632	-248.124	0.000	0.7095	0.4333	1
529	551	-28.040	0.000	0.7068	0.5880	1
529	559	-51.055	0.000	0.7298	0.6037	1
529	566	-64.071	0.000	0.7232	0.5562	1
529	567	-65.057	0.000	0.7029	0.5729	1
529	575	-77.039	0.000	0.7617	0.6030	1
529	577	-79.035	0.000	0.7414	0.5976	1
529	582	-89.021	0.000	0.7025	0.5711	1
529	609	-166.067	0.000	0.7091	0.4985	1
531	535	-10.005	0.000	0.7920	0.6352	1
531	547	-23.037	0.000	0.7360	0.5539	1
531	551	-26.051	0.000	0.7304	0.5988	1
531	552	-27.045	0.000	0.7492	0.5620	1
531	562	-56.035	0.000	0.7662	0.4924	1
531	567	-63.068	0.000	0.7113	0.5520	1
531	580	-81.079	0.000	0.7381	0.5661	1
532	540	-15.995	0.000	0.8099	0.6690	1
532	541	-15.995	0.000	0.7198	0.4797	1
532	542	-16.003	0.000	0.7762	0.6843	1
532	547	-18.969	0.000	0.7584	0.6076	1
532	551	-21.984	0.000	0.7330	0.6110	1
532	557	-29.973	0.000	0.7286	0.6507	1
532	559	-44.998	0.000	0.7604	0.6071	1
532	564	-55.989	0.000	0.7181	0.5761	1
532	566	-58.015	0.000	0.7965	0.5970	1
532	567	-59.000	0.000	0.8016	0.6133	1
532	573	-69.021	0.000	0.7896	0.6869	1
532	575	-70.982	0.000	0.7921	0.6047	1
532	577	-72.979	0.000	0.7924	0.6337	1
532	582	-82.964	0.000	0.7570	0.6069	1
532	584	-87.006	0.000	0.7500	0.6253	1
532	585	-87.031	0.000	0.7859	0.6088	1
532	587	-97.017	0.000	0.7863	0.6202	1
532	596	-129.019	0.000	0.7027	0.5954	1
532	597	-140.020	0.000	0.7446	0.6199	1
532	609	-160.011	0.000	0.7076	0.4862	1
532	611	-170.044	0.000	0.7566	0.5804	1
532	613	-171.063	0.000	0.7001	0.5510	1
532	622	-199.070	0.000	0.7041	0.5781	1
532	624	-210.062	0.000	0.7030	0.5220	1
532	626	-212.078	0.000	0.7165	0.5129	1
532	632	-239.102	0.000	0.7524	0.5133	1
533	539	-15.995	0.000	0.7467	0.6612	1
533	540	-15.995	0.000	0.7243	0.6029	1
533	541	-15.995	0.000	0.7046	0.5731	1
533	573	-69.021	0.000	0.7386	0.6251	1
533	575	-70.982	0.000	0.7149	0.6343	1
533	587	-97.017	0.000	0.7247	0.6163	1
533	632	-239.102	0.000	0.7371	0.5832	1
534	560	-44.026	0.000	0.7698	0.4973	1
535	540	-10.057	0.000	0.7321	0.6865	1
535	547	-13.031	0.000	0.7712	0.6465	1
535	552	-17.040	0.000	0.7126	0.5866	1
535	557	-24.035	0.000	0.7110	0.6572	1
535	562	-46.030	0.000	0.7533	0.5582	1
535	567	-53.063	0.000	0.7515	0.6312	1
535	580	-71.074	0.000	0.7712	0.6590	1
535	585	-81.093	0.000	0.7248	0.5988	1
535	608	-153.078	0.000	0.7158	0.6243	1
536	554	-20.162	0.000	0.8370	0.4631	1
536	576	-64.188	0.000	0.8733	0.4717	1
536	578	-68.028	0.000	0.8772	0.4919	1
536	594	-108.215	0.000	0.8270	0.4516	1
537	565	-44.026	0.000	0.8906	0.6570	1
537	588	-88.052	0.000	0.8665	0.6131	1
537	598	-132.078	0.000	0.8236	0.5773	1
537	602	-138.139	0.000	0.7326	0.3552	1
537	603	-138.141	0.000	0.7621	0.3110	1
537	619	-176.103	0.000	0.8387	0.4097	1
537	621	-184.183	0.000	0.7032	0.3696	1
537	630	-220.129	0.000	0.7555	0.4873	1
537	640	-264.156	0.000	0.7637	0.4605	1
538	556	-16.031	0.000	0.7420	0.5581	1
538	557	-16.031	0.000	0.7145	0.5594	1
538	631	-225.160	0.000	0.7018	0.4721	1
538	632	-225.160	0.000	0.7310	0.4638	1
538	647	-285.115	0.000	0.7114	0.4248	1
539	540	0.000	0.000	0.7590	0.5587	1
539	556	-13.978	0.000	0.7697	0.6335	1
539	557	-13.978	0.000	0.7177	0.5668	1
539	567	-43.005	0.000	0.7029	0.6544	1
539	568	-43.005	0.000	0.8246	0.7613	1
539	585	-71.036	0.000	0.7498	0.6654	1
539	586	-71.037	0.000	0.7906	0.6890	1
539	607	-143.021	0.000	0.7410	0.6641	1
540	544	-2.015	0.000	0.8060	0.6988	1
540	547	-2.974	0.000	0.7464	0.6506	1
540	556	-13.978	0.000	0.7199	0.6137	1
540	557	-13.978	0.000	0.8058	0.7057	1
540	559	-29.003	0.000	0.7274	0.6628	1
540	564	-39.994	0.000	0.7292	0.5651	1
540	566	-42.020	0.000	0.7495	0.6691	1
540	567	-43.005	0.000	0.8348	0.6945	1
540	568	-43.005	0.000	0.7278	0.5804	1
540	573	-53.026	0.000	0.7317	0.7088	1
540	575	-54.987	0.000	0.7616	0.6542	1
540	577	-56.984	0.000	0.7349	0.6320	1
540	580	-61.016	0.000	0.7156	0.6965	1
540	582	-66.969	0.000	0.7188	0.6223	1
540	585	-71.036	0.000	0.8518	0.7060	1
540	587	-81.022	0.000	0.7842	0.6941	1
540	597	-124.025	0.000	0.7162	0.6117	1
540	608	-143.021	0.000	0.7854	0.7051	1
540	622	-183.075	0.000	0.7038	0.6604	1
541	559	-29.003	0.000	0.7437	0.5754	1
541	564	-39.994	0.000	0.7044	0.4056	1
541	566	-42.020	0.000	0.7642	0.6209	1
541	567	-43.005	0.000	0.7166	0.6054	1
541	568	-43.005	0.000	0.7109	0.7031	1
541	573	-53.026	0.000	0.7306	0.5297	1
541	575	-54.987	0.000	0.7579	0.6257	1
541	584	-71.011	0.000	0.7402	0.5433	1
541	585	-71.036	0.000	0.7108	0.6009	1
541	586	-71.038	0.000	0.7095	0.7324	1
541	587	-81.022	0.000	0.7158	0.5188	1
541	609	-144.016	0.000	0.7434	0.7260	1
541	610	-144.016	0.000	0.7043	0.7094	1
541	611	-154.049	0.000	0.8140	0.6580	1
541	612	-154.049	0.000	0.7019	0.6979	1
541	613	-155.068	0.000	0.7196	0.6172	1
541	625	-196.084	0.000	0.7089	0.7033	1
541	626	-196.083	0.000	0.7283	0.6092	1
541	627	-199.059	0.000	0.7337	0.6766	1
541	632	-223.107	0.000	0.7068	0.6788	1
541	647	-283.062	0.000	0.7139	0.6616	1
541	650	-294.095	0.000	0.7156	0.6265	1
541	659	-324.141	0.000	0.7252	0.6522	1
541	661	-324.156	0.000	0.7015	0.6833	1
541	663	-326.085	0.000	0.7087	0.6771	1
541	668	-379.184	0.000	0.7349	0.6553	1
541	669	-385.122	0.000	0.7054	0.6453	1
542	544	-2.008	0.000	0.8826	0.8046	1
542	547	-2.966	0.000	0.7707	0.7211	1
542	557	-13.970	0.000	0.7996	0.6549	1
542	564	-39.986	0.000	0.7013	0.5593	1
542	567	-42.998	0.000	0.7651	0.7375	1
542	575	-54.979	0.000	0.7663	0.6922	1
542	580	-61.009	0.000	0.7371	0.7602	1
542	585	-71.028	0.000	0.7661	0.6937	1
542	595	-112.030	0.000	0.7156	0.7225	1
542	596	-113.016	0.000	0.7050	0.6864	1
542	601	-131.050	0.000	0.8279	0.7329	1
542	611	-154.041	0.000	0.7090	0.6932	1
542	618	-171.091	0.000	0.7074	0.6829	1
542	624	-194.059	0.000	0.7113	0.6737	1
543	553	-8.079	0.000	0.7683	0.3238	1
543	569	-44.026	0.000	0.7496	0.4150	1
543	574	-52.105	0.000	0.7985	0.3814	1
544	547	-0.959	0.000	0.7119	0.7389	1
544	580	-59.001	0.000	0.7165	0.7168	1
544	600	-129.043	0.000	0.7705	0.6475	1
544	601	-129.043	0.000	0.8928	0.7678	1
545	546	0.009	0.000	0.8381	0.6274	1
545	560	-28.021	0.000	0.8377	0.6350	1
545	570	-44.016	0.000	0.8532	0.6236	1
545	571	-44.016	0.000	0.8336	0.6083	1
545	589	-88.041	0.000	0.8822	0.6305	1
