cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	RTMean	ATTRIBUTE_GROUP:GNPSGROUP:G1	ATTRIBUTE_GROUP:GNPSGROUP:G2	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_1A01	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_6D03	ATTRIBUTE_ORGANISM:GNPSGROUP:Phaeobacter_B2R04	ATTRIBUTE_ORGANISM:GNPSGROUP:Shewanella_B2R08	ATTRIBUTE_ORGANISM:GNPSGROUP:Roseovarius_B2R09	ATTRIBUTE_ORGANISM:GNPSGROUP:Colwellia_C2M19	ATTRIBUTE_ORGANISM:GNPSGROUP:Paracoccus_C2R07	ATTRIBUTE_ORGANISM:GNPSGROUP:Salipiger_C3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Acinetobacter_D3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Arenibacter_D3M17	ATTRIBUTE_ORGANISM:GNPSGROUP:Motilimonas_G1M02	ATTRIBUTE_ORGANISM:GNPSGROUP:nan	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:1-1A01.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:2-6D03.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:3-B2R04.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:4-B2R08.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:5-B2R09.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:6-C2M19.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:7-C2R07_2.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:8-C3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:9-D3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:10-D3M17.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:11-G1M02.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:bkgrnd-marine-broth.mzML	ATTRIBUTE_GROUP	ATTRIBUTE_ORGANISM	ATTRIBUTE_PERFILEGROUPING
513	6	571.262288411458	1	571.262288411458	0.0	417.412	6	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
514	4	571.3415832519535	1	571.3415832519535	0.0	453.62700000000007	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	G1	Shewanella_B2R08,Colwellia_C2M19	4-B2R08.mzML,6-C2M19.mzML
515	72	572.4382375081381	1	572.4382375081386	0.0	790.797861111111	66	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
516	3	573.294514973958	1	573.294514973958	0.0	414.304	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
517	3	573.294514973958	1	573.294514973958	0.0	414.496	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
518	2	577.268432617188	1	577.268432617188	0.0	426.891	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
519	15	577.3935289171006	1	577.3935289171006	0.0	795.1681333333332	15	0	3	4	0	3	2	0	2	0	1	0	0	0	3	4	0	3	2	0	2	0	1	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Shewanella_B2R08,Roseovarius_B2R09,Paracoccus_C2R07,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,4-B2R08.mzML,5-B2R09.mzML,7-C2R07_2.mzML,9-D3M06.mzML
520	38	579.4219520970395	1	579.4219520970393	0.0	800.401263157895	38	0	6	6	0	6	6	4	6	0	4	0	0	0	6	6	0	6	6	4	6	0	4	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,9-D3M06.mzML
521	39	584.3046186398234	1	584.3046186398234	0.0	417.17535897435897	34	5	0	6	4	0	5	0	4	2	5	2	6	0	0	6	4	0	5	0	4	2	5	2	6	5	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
522	2	584.302480061849	1	584.302480061849	0.0	410.024	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	G1	Roseovarius_B2R09,Acinetobacter_D3M06	5-B2R09.mzML,9-D3M06.mzML
523	6	585.274943033854	1	585.274943033854	0.0	744.3363333333333	6	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
524	3	585.287272135417	1	585.287272135417	0.0	417.0583333333333	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
525	3	585.287272135417	1	585.287272135417	0.0	417.2503333333333	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
526	4	585.295532226563	1	585.295532226563	0.0	435.3760000000001	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
527	24	586.3191121419271	1	586.3191121419271	0.0	432.48991666666666	20	4	0	2	4	0	4	0	2	4	2	0	2	0	0	2	4	0	4	0	2	4	2	0	2	4	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
528	4	587.3169555664065	1	587.3169555664065	0.0	468.636	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	G1	Vibrio_6D03,Acinetobacter_D3M06	2-6D03.mzML,9-D3M06.mzML
529	4	590.2830810546875	1	590.2830810546875	0.0	401.40375000000006	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	G1	Phaeobacter_B2R04,Salipiger_C3M06	3-B2R04.mzML,8-C3M06.mzML
530	3	592.2710266113282	1	592.2710266113282	0.0	424.8026666666667	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	G1	Vibrio_6D03,Roseovarius_B2R09,Motilimonas_G1M02	2-6D03.mzML,5-B2R09.mzML,11-G1M02.mzML
531	4	592.2710571289065	1	592.2710571289065	0.0	425.2115	4	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	G1	Vibrio_6D03,Roseovarius_B2R09,Motilimonas_G1M02	2-6D03.mzML,5-B2R09.mzML,11-G1M02.mzML
532	6	596.3399251302084	1	596.3399251302084	0.0	440.7705	6	0	1	1	1	0	2	0	0	0	1	0	0	0	1	1	1	0	2	0	0	0	1	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,9-D3M06.mzML
533	4	596.3409118652345	1	596.3409118652345	0.0	440.4045	4	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,9-D3M06.mzML
534	22	598.4514049183236	1	598.4514049183236	0.0	552.5913712121212	22	0	0	0	6	0	6	0	6	4	0	0	0	0	0	0	6	0	6	0	6	4	0	0	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML
535	32	602.2783546447754	1	602.2783546447754	0.0	410.166125	32	0	6	2	0	6	2	4	4	4	4	0	0	0	6	2	0	6	2	4	4	4	4	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML
536	2	603.284240722656	1	603.284240722656	0.0	607.115	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
537	66	608.385561548098	1	608.385561548098	0.0	459.01868181818185	60	6	6	6	5	6	5	6	6	6	4	6	4	0	6	6	5	6	5	6	6	6	4	6	4	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
538	12	610.2827962239584	1	610.2827962239584	0.0	196.201	12	0	2	0	2	0	2	0	0	2	2	0	2	0	2	0	2	0	2	0	0	2	2	0	2	0	G1	Vibrio_1A01,Phaeobacter_B2R04,Roseovarius_B2R09,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	1-1A01.mzML,3-B2R04.mzML,5-B2R09.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML
539	10	612.3341562906902	1	612.3341562906902	0.0	429.5517	9	1	0	1	1	0	2	0	2	2	1	0	0	0	0	1	1	0	2	0	2	2	1	0	0	1	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
540	10	612.3341562906902	1	612.3341562906902	0.0	429.74369999999993	9	1	0	1	1	0	2	0	2	2	1	0	0	0	0	1	1	0	2	0	2	2	1	0	0	1	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
541	16	612.3343187967937	1	612.3343187967938	0.0	436.82975	14	2	0	2	2	0	2	0	2	2	2	0	2	0	0	2	2	0	2	0	2	2	2	0	2	2	G1,G2	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
542	4	612.3375244140625	1	612.3375244140625	0.0	440.147	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	G1,G2	Acinetobacter_D3M06	9-D3M06.mzML,bkgrnd-marine-broth.mzML
543	9	613.3390096028647	1	613.3390096028647	0.0	459.1632222222223	9	0	0	2	0	2	0	0	1	0	2	2	0	0	0	2	0	2	0	0	1	0	2	2	0	0	G1	Vibrio_6D03,Shewanella_B2R08,Paracoccus_C2R07,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,4-B2R08.mzML,7-C2R07_2.mzML,9-D3M06.mzML,10-D3M17.mzML
544	26	614.3504075270434	1	614.3504075270432	0.0	442.3693846153846	22	4	0	0	4	0	4	0	2	4	4	0	4	0	0	0	4	0	4	0	2	4	4	0	4	4	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
545	49	614.4490946036619	1	614.4490946036618	0.0	865.5845918367346	43	6	6	6	5	0	4	5	5	4	3	5	0	0	6	6	5	0	4	5	5	4	3	5	0	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
546	11	614.4467422022967	1	614.4467422022966	0.0	865.8102727272727	11	0	0	0	1	0	2	1	1	2	3	1	0	0	0	0	1	0	2	1	1	2	3	1	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
547	9	615.3084106445314	1	615.3084106445315	0.0	413.2074444444445	8	1	0	0	1	0	2	0	2	1	2	0	0	0	0	0	1	0	2	0	2	1	2	0	0	1	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
548	6	615.3089701334637	1	615.3089701334637	0.0	412.14866666666666	5	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
549	66	616.464305530895	1	616.4643055308953	0.0	785.2942424242424	60	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	0	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
550	23	618.3256915548573	1	618.3256915548573	0.0	405.5257391304348	20	3	3	2	3	0	3	0	3	3	3	0	0	0	3	2	3	0	3	0	3	3	3	0	0	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
551	23	618.3256915548573	1	618.3256915548573	0.0	405.7177391304349	20	3	3	2	3	0	3	0	3	3	3	0	0	0	3	2	3	0	3	0	3	3	3	0	0	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
552	6	619.3166707356769	1	619.3166707356769	0.0	455.78899999999993	6	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
553	13	621.4193796011119	1	621.4193796011119	0.0	789.2637692307692	13	0	2	4	0	4	0	0	3	0	0	0	0	0	2	4	0	4	0	0	3	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Shewanella_B2R08,Paracoccus_C2R07	1-1A01.mzML,2-6D03.mzML,4-B2R08.mzML,7-C2R07_2.mzML
554	17	623.4476174747243	1	623.4476174747244	0.0	794.7036470588234	17	0	2	6	0	3	0	0	6	0	0	0	0	0	2	6	0	3	0	0	6	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Shewanella_B2R08,Paracoccus_C2R07	1-1A01.mzML,2-6D03.mzML,4-B2R08.mzML,7-C2R07_2.mzML
555	12	625.5551554361981	1	625.5551554361981	0.0	17.15056944444444	12	0	6	6	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03	1-1A01.mzML,2-6D03.mzML
556	6	626.3136494954427	1	626.3136494954427	0.0	413.6721666666666	6	0	0	1	1	0	0	3	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	1	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Colwellia_C2M19,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,6-C2M19.mzML,10-D3M17.mzML
557	10	626.3134582519531	1	626.3134582519531	0.0	415.1493	10	0	0	1	1	0	0	3	0	2	2	1	0	0	0	1	1	0	0	3	0	2	2	1	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Colwellia_C2M19,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,6-C2M19.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
558	2	636.397277832031	1	636.397277832031	0.0	474.441	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	G1	Arenibacter_D3M17	10-D3M17.mzML
559	6	641.3356933593753	1	641.3356933593753	0.0	193.87000000000003	6	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	G1	Phaeobacter_B2R04,Paracoccus_C2R07,Acinetobacter_D3M06	3-B2R04.mzML,7-C2R07_2.mzML,9-D3M06.mzML
560	2	642.47705078125	1	642.47705078125	0.0	990.839	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	G1	Paracoccus_C2R07	7-C2R07_2.mzML
561	2	648.306182861328	1	648.306182861328	0.0	432.705	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
562	2	648.306182861328	1	648.306182861328	0.0	432.897	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
563	6	651.565592447917	1	651.565592447917	0.0	17.274694444444442	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_6D03	2-6D03.mzML
564	2	652.327178955078	1	652.327178955078	0.0	403.961	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
565	53	652.4107992304197	1	652.4107992304196	0.0	461.8351132075471	51	2	4	4	4	6	5	6	4	6	2	6	4	0	4	4	4	6	5	6	4	6	2	6	4	2	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
566	6	654.3499145507812	1	654.3499145507812	0.0	425.5636666666666	6	0	4	0	0	2	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	G1	Vibrio_1A01,Shewanella_B2R08	1-1A01.mzML,4-B2R08.mzML
567	25	655.3390030924481	1	655.3390030924479	0.0	422.80724	25	0	0	4	2	0	4	0	4	4	3	1	3	0	0	4	2	0	4	0	4	4	3	1	3	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
568	7	655.339096795945	1	655.339096795945	0.0	424.2435714285714	7	0	0	1	0	0	1	0	2	2	1	0	0	0	0	1	0	0	1	0	2	2	1	0	0	0	G1	Vibrio_6D03,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	2-6D03.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML
569	2	657.36474609375	1	657.36474609375	0.0	461.4740000000001	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
570	46	658.4752396293312	1	658.4752396293313	0.0	858.883608695652	40	6	6	6	3	0	3	4	4	6	4	4	0	0	6	6	3	0	3	4	4	6	4	4	0	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
571	14	658.4725559779579	1	658.4725559779579	0.0	858.707285714286	14	0	0	0	3	0	3	2	2	0	2	2	0	0	0	0	3	0	3	2	2	0	2	2	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Acinetobacter_D3M06,Arenibacter_D3M17	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,9-D3M06.mzML,10-D3M17.mzML
572	64	660.4901180267334	1	660.4901180267334	0.0	780.045	60	4	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	0	4	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
573	2	665.359802246094	1	665.359802246094	0.0	437.572	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	G1	Vibrio_6D03,Arenibacter_D3M17	2-6D03.mzML,10-D3M17.mzML
574	3	665.443837483724	1	665.443837483724	0.0	783.1306666666667	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	G1	Vibrio_6D03,Shewanella_B2R08	2-6D03.mzML,4-B2R08.mzML
575	6	667.322672526042	1	667.322672526042	0.0	404.3128333333333	6	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML
576	12	667.472930908203	1	667.472930908203	0.0	788.5413333333333	12	0	0	6	0	4	0	0	2	0	0	0	0	0	0	6	0	4	0	0	2	0	0	0	0	0	G1	Vibrio_6D03,Shewanella_B2R08,Paracoccus_C2R07	2-6D03.mzML,4-B2R08.mzML,7-C2R07_2.mzML
577	18	669.3177625868058	1	669.3177625868058	0.0	399.01822222222216	18	0	0	0	4	0	4	4	0	2	4	0	0	0	0	0	4	0	4	4	0	2	4	0	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,8-C3M06.mzML,9-D3M06.mzML
578	10	671.303271484375	1	671.3032714843752	0.0	782.6687999999999	10	0	2	4	4	0	0	0	0	0	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML
579	2	673.349792480469	1	673.349792480469	0.0	431.494	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	G1	Salipiger_C3M06,Acinetobacter_D3M06	8-C3M06.mzML,9-D3M06.mzML
580	3	673.349833170573	1	673.349833170573	0.0	431.281	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	G1	Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML
581	2	679.302876790365	1	679.302876790365	0.0	411.3925	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	G1	Arenibacter_D3M17	10-D3M17.mzML
582	3	679.302876790365	1	679.302876790365	0.0	412.71633333333335	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	G1	Arenibacter_D3M17	10-D3M17.mzML
